title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Patterns of host use among alga- and sponge-associated amphipods,NA,2000,Mar Ecol Prog Ser 208:183-196 (2000),algas,OA,NA,"Shark Bay, Port Jackson, New South Wales,
Australia",-33.8,-33.85,151.32,151.23,NA,1997,1997
